SID,response,entry,entry_number,response_times,evaluation,replacement
18HXK612,erin hunter,erin hunter,1,2817.5,FOUND,erin hunter
18HXK612,jk rowling,jk rowling,2,3511.6,FOUND,jk rowling
18HXK612,brandon sanderson,brandon sanderson,3,4683.1,FOUND,brandon sanderson
18HXK612,george rr martin,george r r martin,4,5957.1,FOUND,george r r martin
18HXK612,rick riordan,rick riordan,5,7054.3,FOUND,rick riordan
18HXK612,naomi novik,naomi novik,6,4522.2,FOUND,naomi novik
18HXK612,emily bronte,emily bronte,7,16227.4,FOUND,emily bronte
18HXK612,shakespeare,william shakespeare,8,4692.2,FOUND,william shakespeare
1KEVYYJ9,MARY SHELLEY,mary shelley,1,9350.3,FOUND,mary shelley
1KEVYYJ9,ANNE FRANK,anne frank,2,38424.6,FOUND,anne frank
20ISZCV2,Jane Austen,jane austen,1,3572.0,FOUND,jane austen
2BD455O0,ernest hemingway,ernest hemingway,1,4263.7,FOUND,ernest hemingway
2BD455O0,james baldwin,james baldwin,2,2905.6,FOUND,james baldwin
2BD455O0,charles dickens,charles dickens,3,5248.8,FOUND,charles dickens
2BD455O0,evelyn waugh,evelyn waugh,4,2488.4,FOUND,evelyn waugh
2BD455O0,wilkie collins,wilkie collins,5,2371.8,FOUND,wilkie collins
2BD455O0,michelle zauner,michelle zauner,6,4016.4,FOUND,michelle zauner
2BD455O0,rick riordan,rick riordan,7,2774.7,FOUND,rick riordan
2BD455O0,tan twan eng,tan twan eng,8,2233.3,FOUND,tan twan eng
2BD455O0,asako serizawa,asako serizawa,9,3825.4,FOUND,asako serizawa
2BD455O0,neal shusterman,neal shusterman,10,4713.6,FOUND,neal shusterman
2BD455O0,john green,john green,11,2801.8,FOUND,john green
2BD455O0,primo levi,primo levi,12,4512.9,FOUND,primo levi
2BD455O0,william shakespeare,william shakespeare,13,9486.1,FOUND,william shakespeare
37UDZTHY,Harriet Beecher Stowe,harriet beecher stowe,1,6244.4,FOUND,harriet beecher stowe
37UDZTHY,Thomas Jefferson,thomas jefferson,2,3449.0,FOUND,thomas jefferson
37UDZTHY,Benjamin Franklin,benjamin franklin,3,4116.8,FOUND,benjamin franklin
37UDZTHY,Alexander Hamilton,alexander hamilton,4,6589.8,FOUND,alexander hamilton
37UDZTHY,Dave Pilkney,dave pilkey,5,12196.2,FOUND,dave pilkey
37UDZTHY,Ralph Waldo Emerson,ralph waldo emerson,6,7272.4,FOUND,ralph waldo emerson
37UDZTHY,Edgar Allen Poe,edgar allan poe,7,3760.3,FOUND,edgar allan poe
37UDZTHY,Thoreua,thoreau,8,2332.2,FOUND,thoreau
37UDZTHY,Abraham lincoln,abraham lincoln,9,12030.8,FOUND,abraham lincoln
3YX63NZD,stephen king,stephen king,1,4486.2,FOUND,stephen king
3YX63NZD,jk rowlling,j.k. rowling,2,6449.6,FOUND,j.k. rowling
3YX63NZD,dan brown,dan brown,3,19032.5,FOUND,dan brown
3YX63NZD,bel hooks,bell hooks,4,16614.1,FOUND,bell hooks
40SNDKQR,Stuart Gibbs,stuart gibbs,1,4533.0,FOUND,stuart gibbs
40SNDKQR,JK Rowling,j.k. rowling,2,2551.0,FOUND,j.k. rowling
40SNDKQR,Kurt Vonneget,kurt vonnegut,3,8454.0,FOUND,kurt vonnegut
40SNDKQR,Ray Bradbury,ray bradbury,4,3885.0,FOUND,ray bradbury
40SNDKQR,Louise Erdrich,louise erdrich,5,5065.0,FOUND,louise erdrich
40SNDKQR,JRR Tolkein,j.r.r. tolkien,6,6162.0,FOUND,j.r.r. tolkien
40SNDKQR,George RR Martin,george r.r. martin,7,5669.0,FOUND,george r.r. martin
40SNDKQR,James Patterson,james patterson,8,11151.0,FOUND,james patterson
40SNDKQR,SenLinYu,senlinyu,9,11754.0,FOUND,senlinyu
476LZI3N,J K Rowling,j.k. rowling,1,9565.0,FOUND,j.k. rowling
476LZI3N,Edgar Allan Poe,edgar allan poe,2,9479.0,FOUND,edgar allan poe
476LZI3N,Brandon Sanderson,brandon sanderson,3,18905.0,FOUND,brandon sanderson
476LZI3N,Carlos Ruiz Zafon,carlos ruiz zafón,4,11157.0,FOUND,carlos ruiz zafón
4CA4DFWP,Slyvia Plath,sylvia plath,1,2934.2,FOUND,sylvia plath
4CA4DFWP,shell silverstein,shel silverstein,2,2744.1,FOUND,shel silverstein
4CA4DFWP,JK rowling,j.k. rowling,3,1781.7,FOUND,j.k. rowling
4CA4DFWP,shakespear,shakespeare,4,24309.2,FOUND,shakespeare
4CA4DFWP,mary shellstrop,mary shelly,5,22308.9,FOUND,mary shelly
4CA4DFWP,christy agetha,agatha christie,6,4533.3,FOUND,agatha christie
56M8U5A5,gary shteyngart,gary shteyngart,1,19683.0,FOUND,gary shteyngart
56M8U5A5,jk Rowling,j.k. rowling,2,6348.0,FOUND,j.k. rowling
56M8U5A5,Fyodor dostoyevsky,fyodor dostoevsky,3,7243.0,FOUND,fyodor dostoevsky
56M8U5A5,jd salinger,j.d. salinger,4,20071.0,FOUND,j.d. salinger
56M8U5A5,John williams,john williams,5,3201.0,FOUND,john williams
5K82MZW1,jk rowling,j.k. rowling,1,2606.0,FOUND,j.k. rowling
5K82MZW1,tolkien,tolkien,2,2171.0,FOUND,tolkien
5K82MZW1,cs lewis,cs lewis,3,4466.0,FOUND,cs lewis
5K82MZW1,rick riodan,rick riordan,4,3769.0,FOUND,rick riordan
5K82MZW1,frank herbert,frank herbert,5,8158.0,FOUND,frank herbert
5K82MZW1,isaac asimove,isaac asimov,6,3992.0,FOUND,isaac asimov
5K82MZW1,donna tartt,donna tartt,7,5777.0,FOUND,donna tartt
5K82MZW1,oscar wilde,oscar wilde,8,2465.0,FOUND,oscar wilde
5K82MZW1,leo tolstoy,leo tolstoy,9,4299.0,FOUND,leo tolstoy
5K82MZW1,nabokov,nabokov,10,2158.0,FOUND,nabokov
5K82MZW1,victor hugo,victor hugo,11,5899.0,FOUND,victor hugo
5K82MZW1,mary shelley,mary shelley,12,3285.0,FOUND,mary shelley
5K82MZW1,oscar wilde,oscar wilde,13,3423.0,FOUND,oscar wilde
5K82MZW1,shakespear,shakespeare,14,2900.0,FOUND,shakespeare
64LRAXDJ,Stephen King,stephen king,1,3475.1,FOUND,stephen king
64LRAXDJ,Michael Criton,michael crichton,2,3316.7,FOUND,michael crichton
64LRAXDJ,Robin Kimmerer,robin wall kimmerer,3,7374.6,FOUND,robin wall kimmerer
64LRAXDJ,James Patterson,james patterson,4,11263.4,FOUND,james patterson
64LRAXDJ,Stephanie Myers,stephenie meyer,5,8420.0,FOUND,stephenie meyer
64LRAXDJ,Max Weber,max weber,6,22324.0,FOUND,max weber
6CDVQX7L,John Green,john green,1,3502.0,FOUND,john green
6CDVQX7L,Dennis Cooper,dennis cooper,2,2519.0,FOUND,dennis cooper
6CDVQX7L,Erin Hunter,erin hunter,3,4012.0,FOUND,erin hunter
6CDVQX7L,Kurt Vonnegut,kurt vonnegut,4,5745.0,FOUND,kurt vonnegut
6CDVQX7L,David Sedaris,david sedaris,5,2637.0,FOUND,david sedaris
6CDVQX7L,Amy Sedaris,amy sedaris,6,5257.0,FOUND,amy sedaris
6CDVQX7L,David Levithan,david levithan,7,9817.0,FOUND,david levithan
6CDVQX7L,J.K Rowling,j.k. rowling,8,10093.0,FOUND,j.k. rowling
6CDVQX7L,Dr. Seuss,dr. seuss,9,15567.0,FOUND,dr. seuss
6D26ZXC8,Rick Riordian,rick riordan,1,6211.0,FOUND,rick riordan
6D26ZXC8,Shakespear,shakespeare,2,5646.0,FOUND,shakespeare
6D26ZXC8,TJ Klune,tj klune,3,13386.0,FOUND,tj klune
6D26ZXC8,Neal Shusterman,neal shusterman,4,15748.0,FOUND,neal shusterman
6D26ZXC8,Alice Oseman,alice oseman,5,10081.0,FOUND,alice oseman
6PJDUW9O,jk rowling,j.k. rowling,1,3123.0,FOUND,j.k. rowling
6PJDUW9O,Stephanie meyer,stephenie meyer,2,3500.0,FOUND,stephenie meyer
6PJDUW9O,dan brown,dan brown,3,1819.0,FOUND,dan brown
6PJDUW9O,rudyard kipling,rudyard kipling,4,3941.0,FOUND,rudyard kipling
6PJDUW9O,dr suess,dr. seuss,5,2083.0,FOUND,dr. seuss
6PJDUW9O,Madeleine lenge,madeleine l'engle,6,12286.0,FOUND,madeleine l'engle
6PJDUW9O,thoreau,thoreau,7,4903.0,FOUND,thoreau
6PJDUW9O,Louisa may alcott,louisa may alcott,8,9935.0,FOUND,louisa may alcott
6PJDUW9O,suzanne collins,suzanne collins,9,6426.0,FOUND,suzanne collins
6PJDUW9O,Michael crichton,michael crichton,10,7283.0,FOUND,michael crichton
6VBV95IL,Anne frank,anne frank,1,8268.0,FOUND,anne frank
6VBV95IL,JK rowling,j.k. rowling,2,3953.1,FOUND,j.k. rowling
6VBV95IL,rohl dahl,roald dahl,3,23481.0,FOUND,roald dahl
6XD6NVVO,Edgar Allan Poe,edgar allan poe,1,8107.0,FOUND,edgar allan poe
6XD6NVVO,Mary Shirley,mary shelley,2,10986.0,FOUND,mary shelley
6XD6NVVO,Sharlote Bronte,charlotte brontë,3,9380.0,FOUND,charlotte brontë
6XD6NVVO,Emily Bronte,emily brontë,4,4317.0,FOUND,emily brontë
6XD6NVVO,Scott Fidgzerald,f. scott fitzgerald,5,9399.0,FOUND,f. scott fitzgerald
6XD6NVVO,LEo Tolstoy,leo tolstoy,6,5966.0,FOUND,leo tolstoy
73N2RQWR,lisa kleypas,lisa kleypas,1,2699.4,FOUND,lisa kleypas
73N2RQWR,martha waters,martha waters,2,4049.5,FOUND,martha waters
73N2RQWR,elena armas,elena armas,3,9407.6,FOUND,elena armas
73N2RQWR,patty blount,patty blount,4,3514.5,FOUND,patty blount
73N2RQWR,abby jiminez,abby jimenez,5,4975.4,FOUND,abby jimenez
73N2RQWR,sarah j maas,sarah j. maas,6,4235.6,FOUND,sarah j. maas
73N2RQWR,marissa meyer,marissa meyer,7,4169.2,FOUND,marissa meyer
73N2RQWR,uzma jalaluddin,uzma jalaluddin,8,6046.9,FOUND,uzma jalaluddin
73N2RQWR,sk ali,s. k. ali,9,2230.2,FOUND,s. k. ali
73N2RQWR,shannon chakraborty,shannon chakraborty,10,5170.5,FOUND,shannon chakraborty
73N2RQWR,hala alyan,hala alyan,11,7004.8,FOUND,hala alyan
73N2RQWR,rainbowo rowell,rainbow rowell,12,6386.6,FOUND,rainbow rowell
7SUXPU9Y,Edgar allan poe,edgar allan poe,1,4230.0,FOUND,edgar allan poe
7SUXPU9Y,jk rowling,j.k. rowling,2,10404.0,FOUND,j.k. rowling
7SUXPU9Y,rick riordan,rick riordan,3,8782.0,FOUND,rick riordan
7SUXPU9Y,shakespeare,william shakespeare,4,7608.0,FOUND,william shakespeare
7SUXPU9Y,dr seuss,dr. seuss,5,9350.0,FOUND,dr. seuss
86EKSDZC,Martin,martin,1,2087.3,FOUND,martin
86EKSDZC,Shelley,mary shelley,2,3299.9,FOUND,mary shelley
86EKSDZC,Longfellow,henry wadsworth longfellow,3,2297.6,FOUND,henry wadsworth longfellow
86EKSDZC,Wordsworth,william wordsworth,4,2729.6,FOUND,william wordsworth
86EKSDZC,Rowling,j.k. rowling,5,1791.8,FOUND,j.k. rowling
86EKSDZC,Hemingway,ernest hemingway,6,2429.9,FOUND,ernest hemingway
86EKSDZC,Bronte,brontë sisters,7,4898.8,FOUND,brontë sisters
86EKSDZC,Tolstoy,leo tolstoy,8,4329.4,FOUND,leo tolstoy
86EKSDZC,Kafka,franz kafka,9,2250.1,FOUND,franz kafka
86EKSDZC,Mull,mull,10,5754.6,FOUND,mull
86EKSDZC,Sanderson,brandon sanderson,11,2078.9,FOUND,brandon sanderson
86EKSDZC,Morgan,morgan,12,4163.9,FOUND,morgan
86EKSDZC,Riordan,rick riordan,13,2999.2,FOUND,rick riordan
86EKSDZC,Colfer,eoin colfer,14,5910.7,FOUND,eoin colfer
86EKSDZC,Milne,a. a. milne,15,3988.5,FOUND,a. a. milne
86EKSDZC,Miller,miller,16,2412.3,FOUND,miller
8BL6X7AX,tony morrison,toni morrison,1,19474.0,FOUND,toni morrison
8BL6X7AX,sutherfordm,s. e. hinton,2,10504.0,FOUND,s. e. hinton
8JEQ20SU,William Shakespeare,william shakespeare,1,27175.3,FOUND,william shakespeare
8JEQ20SU,Jane Austen,jane austen,2,4833.1,FOUND,jane austen
8JEQ20SU,Charles Dickens,charles dickens,3,4903.9,FOUND,charles dickens
8JEQ20SU,Mark Twain,mark twain,4,5972.1,FOUND,mark twain
8JEQ20SU,Scott Fitzgerald,f. scott fitzgerald,5,4269.5,FOUND,f. scott fitzgerald
8JEQ20SU,Franz Kafka,franz kafka,6,7992.7,FOUND,franz kafka
8PAKX1OM,Peter michaelson,peter michaelson,1,6369.0,FOUND,peter michaelson
8PAKX1OM,Agatha christie,agatha christie,2,3435.0,FOUND,agatha christie
8PAKX1OM,Kristy dallas alley,kristy dallas alley,3,7955.0,FOUND,kristy dallas alley
8PAKX1OM,Richard alley,richard alley,4,2412.0,FOUND,richard alley
8PAKX1OM,poe,edgar allan poe,5,3520.0,FOUND,edgar allan poe
8PAKX1OM,Steven king,stephen king,6,4926.0,FOUND,stephen king
8PAKX1OM,bronte,brontë,7,6281.0,FOUND,brontë
8PAKX1OM,suzanne collins,suzanne collins,8,16333.0,FOUND,suzanne collins
8PAKX1OM,ray bradbery,ray bradbury,9,4135.0,FOUND,ray bradbury
8ZC5BFHF,roald dahl,roald dahl,1,2162.3,FOUND,roald dahl
8ZC5BFHF,jk rowling,j.k. rowling,2,2047.5,FOUND,j.k. rowling
8ZC5BFHF,shell silverstein,shel silverstein,3,3500.6,FOUND,shel silverstein
8ZC5BFHF,abu lughod,abu-lughod,4,1987.8,FOUND,abu-lughod
8ZC5BFHF,colleen hoover,colleen hoover,5,8094.5,FOUND,colleen hoover
8ZC5BFHF,emily henry,emily henry,6,3892.6,FOUND,emily henry
8ZC5BFHF,michelle obama,michelle obama,7,3824.5,FOUND,michelle obama
8ZC5BFHF,bell hooke,bell hooks,8,12311.0,FOUND,bell hooks
8ZC5BFHF,lorber,judith lorber,9,10755.8,FOUND,judith lorber
97N7CQ49,Kazuo Ishigiro,kazuo ishiguro,1,4405.9,FOUND,kazuo ishiguro
97N7CQ49,Dr. Seuss,dr. seuss,2,5550.0,FOUND,dr. seuss
97N7CQ49,Rick Riordan,rick riordan,3,11399.6,FOUND,rick riordan
97N7CQ49,Leigh Bardugo,leigh bardugo,4,10923.1,FOUND,leigh bardugo
97N7CQ49,JK Rowling,j.k. rowling,5,3982.0,FOUND,j.k. rowling
97N7CQ49,C.E Lewis,c. s. lewis,6,8422.7,FOUND,c. s. lewis
9KZ4Q91O,savannah brown,savannah brown,1,2318.3,FOUND,savannah brown
9KZ4Q91O,kate elizabeth russell,kate elizabeth russell,2,4426.5,FOUND,kate elizabeth russell
9KZ4Q91O,jung,jung,3,666.7,FOUND,jung
9KZ4Q91O,campbell,campbell,4,1700.2,FOUND,campbell
9KZ4Q91O,freud,freud,5,3353.9,FOUND,freud
9KZ4Q91O,bell hooks,bell hooks,6,1733.8,FOUND,bell hooks
9KZ4Q91O,nabokov,nabokov,7,14101.4,FOUND,nabokov
9KZ4Q91O,murakami,murakami,8,5486.4,FOUND,murakami
9KZ4Q91O,sakaya murata,sayaka murata,9,7448.1,FOUND,sayaka murata
9KZ4Q91O,oscar wilde,oscar wilde,10,6971.7,FOUND,oscar wilde
9KZ4Q91O,anne frank,anne frank,11,9833.3,FOUND,anne frank
9O2ABUMY,Zora Neale Hurston,zora neale hurston,1,6068.0,FOUND,zora neale hurston
9O2ABUMY,Bell Hooks,bell hooks,2,5958.0,FOUND,bell hooks
9O2ABUMY,Toni Morrison,toni morrison,3,3679.0,FOUND,toni morrison
9O2ABUMY,Octavia Butler,octavia butler,4,6116.0,FOUND,octavia butler
9O2ABUMY,Dr. Suess,dr. seuss,5,9286.0,FOUND,dr. seuss
9O2ABUMY,Stephen King,stephen king,6,13654.0,FOUND,stephen king
A5YUTA1F,JJ Rowling,j.k. rowling,1,13430.0,FOUND,j.k. rowling
AJVNZ9CE,albert camus,albert camus,1,3806.0,FOUND,albert camus
AJVNZ9CE,jk rowling,j.k. rowling,2,20163.0,FOUND,j.k. rowling
AJVNZ9CE,george orwell,george orwell,3,18815.1,FOUND,george orwell
AWO2EA8Q,jk rowling,j.k. rowling,1,3090.0,FOUND,j.k. rowling
AWO2EA8Q,jazz jennings,jazz jennings,2,8800.0,FOUND,jazz jennings
AWO2EA8Q,ruth olujobi,ruth olujobi,3,4180.0,FOUND,ruth olujobi
B3MZX5TF,jk rowling,j.k. rowling,1,2740.2,FOUND,j.k. rowling
B3MZX5TF,tolkein,j.r.r. tolkien,2,14910.7,FOUND,j.r.r. tolkien
B3MZX5TF,shakespeare,shakespeare,3,4574.6,FOUND,shakespeare
B3MZX5TF,dickens,dickens,4,1490.7,FOUND,dickens
B3MZX5TF,stephen king,stephen king,5,2333.4,FOUND,stephen king
B3MZX5TF,james patterson,james patterson,6,8721.2,FOUND,james patterson
B3MZX5TF,timothy gallwey,timothy gallwey,7,19570.8,FOUND,timothy gallwey
BF3MN8ZR,Dr Seuss,dr. seuss,1,6435.2,FOUND,dr. seuss
BF3MN8ZR,JK Rowling,j.k. rowling,2,7889.2,FOUND,j.k. rowling
BF3MN8ZR,Rick Riodian,rick riordan,3,6273.9,FOUND,rick riordan
BF3MN8ZR,James Patterson,james patterson,4,3067.9,FOUND,james patterson
BF3MN8ZR,Stephen King,stephen king,5,3223.4,FOUND,stephen king
BF3MN8ZR,Toni Morrison,toni morrison,6,14877.0,FOUND,toni morrison
BWQ1ZSYD,Anne Bonte,anne bonte,1,9410.5,FOUND,anne bonte
BWQ1ZSYD,Charlotte Bonte,charlotte bonte,2,5316.5,FOUND,charlotte bonte
BWQ1ZSYD,Jane Austin,jane austen,3,2516.0,FOUND,jane austen
BWQ1ZSYD,William Shakespeare,william shakespeare,4,15119.9,FOUND,william shakespeare
BWQ1ZSYD,Kiera Cass,kiera cass,5,5366.1,FOUND,kiera cass
BWQ1ZSYD,Suzanne Collins,suzanne collins,6,14101.8,FOUND,suzanne collins
BWQ1ZSYD,Emilly Bonte,emily bonte,7,5096.3,FOUND,emily bonte
CI6QQA2Y,rick roridan,rick riordan,1,6533.0,FOUND,rick riordan
CI6QQA2Y,michelle obama,michelle obama,2,4106.0,FOUND,michelle obama
CI6QQA2Y,obama,barack obama,3,5645.0,FOUND,barack obama
CI6QQA2Y,jk rowling,j.k. rowling,4,7786.0,FOUND,j.k. rowling
CI6QQA2Y,Lemony Snicket,lemony snicket,5,12816.0,FOUND,lemony snicket
CI6QQA2Y,shell Silverstein,shel silverstein,6,21811.0,FOUND,shel silverstein
DUBYYHYX,Khalid Rashidi,khalid rashidi,1,7294.7,FOUND,khalid rashidi
DUBYYHYX,JK Rowling,j.k. rowling,2,2986.9,FOUND,j.k. rowling
DUBYYHYX,Noam Chomsky,noam chomsky,3,7746.7,FOUND,noam chomsky
DUBYYHYX,Rushworth Kidder,rushworth kidder,4,36453.4,FOUND,rushworth kidder
EA8GWQDV,jk rowling,j.k. rowling,1,5462.7,FOUND,j.k. rowling
EA8GWQDV,jane austen,jane austen,2,5690.7,FOUND,jane austen
EA8GWQDV,william shakespeare,william shakespeare,3,2542.2,FOUND,william shakespeare
EA8GWQDV,mary shelley,mary shelley,4,5817.1,FOUND,mary shelley
EA8GWQDV,daniel nayeri,daniel nayeri,5,9962.1,FOUND,daniel nayeri
EA8GWQDV,rebecca stead,rebecca stead,6,26911.8,FOUND,rebecca stead
ESNMRF10,lord byron,lord byron,1,8695.0,FOUND,lord byron
ESNMRF10,mary shelley,mary shelley,2,2649.0,FOUND,mary shelley
ESNMRF10,arthur conan doyle,arthur conan doyle,3,7872.0,FOUND,arthur conan doyle
ESNMRF10,james baldwin,james baldwin,4,4296.0,FOUND,james baldwin
ESNMRF10,timothy zahn,timothy zahn,5,11665.0,FOUND,timothy zahn
ESNMRF10,dostoyevsky,dostoyevsky,6,11783.0,FOUND,dostoyevsky
FDULT82W,Ralph Ellison,ralph ellison,1,5062.1,FOUND,ralph ellison
FDULT82W,Thomas Aquainus,thomas aquinas,2,5251.6,FOUND,thomas aquinas
FDULT82W,Oscar Wilde,oscar wilde,3,6509.5,FOUND,oscar wilde
FDULT82W,James Baldwin,james baldwin,4,3033.9,FOUND,james baldwin
FDULT82W,Charlotte Bronte,charlotte brontë,5,13037.1,FOUND,charlotte brontë
FJYUEQN8,Shakespeare,william shakespeare,1,3984.0,FOUND,william shakespeare
FJYUEQN8,agatha christie,agatha christie,2,4100.0,FOUND,agatha christie
FJYUEQN8,colleen hoover,colleen hoover,3,2591.0,FOUND,colleen hoover
FJYUEQN8,charles dickins,charles dickens,4,3355.0,FOUND,charles dickens
FJYUEQN8,jane austen,jane austen,5,20444.0,FOUND,jane austen
FJYUEQN8,emily bronte,emily brontë,6,5237.0,FOUND,emily brontë
FJYUEQN8,samuel johnson,samuel johnson,7,15740.0,FOUND,samuel johnson
FYE2JV3H,Jk Rowling,j.k. rowling,1,6904.0,FOUND,j.k. rowling
FYE2JV3H,Neal Shustermann,neal shusterman,2,3810.0,FOUND,neal shusterman
FYE2JV3H,Mala,mala,3,7725.0,FOUND,mala
FYE2JV3H,Obama,barack obama,4,3193.0,FOUND,barack obama
FYE2JV3H,William Shakespeare,william shakespeare,5,31689.0,FOUND,william shakespeare
FYE2JV3H,Colleen hoover,colleen hoover,6,5986.0,FOUND,colleen hoover
G8B6AJJV,jk rowling,j.k. rowling,1,2761.0,FOUND,j.k. rowling
G8B6AJJV,Emily dickinson,emily dickinson,2,3872.0,FOUND,emily dickinson
G8B6AJJV,Charles dickens,charles dickens,3,4330.0,FOUND,charles dickens
G8B6AJJV,bronte,bronte,4,2452.0,FOUND,bronte
G8B6AJJV,Edgar allen poe,edgar allan poe,5,15127.0,FOUND,edgar allan poe
G8B6AJJV,bret Easton ellis,bret easton ellis,6,6229.0,FOUND,bret easton ellis
GNLFFB4P,sarah maas,sarah j. maas,1,2669.3,FOUND,sarah j. maas
GNLFFB4P,emily henry,emily henry,2,2382.9,FOUND,emily henry
GNLFFB4P,kevin wilson,kevin wilson,3,3566.2,FOUND,kevin wilson
GNLFFB4P,agatha christie,agatha christie,4,4789.4,FOUND,agatha christie
GNLFFB4P,nora roberts,nora roberts,5,4561.3,FOUND,nora roberts
GNLFFB4P,upton sinclair,upton sinclair,6,8383.0,FOUND,upton sinclair
GNLFFB4P,oscar wilde,oscar wilde,7,4817.1,FOUND,oscar wilde
GNLFFB4P,suzanne collins,suzanne collins,8,16887.8,FOUND,suzanne collins
H6D2C4VR,Mark Twain,mark twain,1,2139.0,FOUND,mark twain
H6D2C4VR,Sarah Lawrence,sarah lawrence,2,2368.0,FOUND,sarah lawrence
H6D2C4VR,Jane Austen,jane austen,3,1687.0,FOUND,jane austen
H6D2C4VR,Roald Dahl,roald dahl,4,4281.0,FOUND,roald dahl
H6D2C4VR,Marcus Aurelius,marcus aurelius,5,5309.0,FOUND,marcus aurelius
H6D2C4VR,Sankofa,sankofa,6,5102.0,FOUND,sankofa
H6D2C4VR,Karl Marx,karl marx,7,2937.0,FOUND,karl marx
H6D2C4VR,Vladimir Lenin,vladimir lenin,8,4817.0,FOUND,vladimir lenin
H6D2C4VR,Mao Zedong,mao zedong,9,3490.0,FOUND,mao zedong
H6D2C4VR,Joseph Stalin,joseph stalin,10,3247.0,FOUND,joseph stalin
H6D2C4VR,Adolf Hitler,adolf hitler,11,4397.0,FOUND,adolf hitler
H6D2C4VR,Barack Obama,barack obama,12,6955.0,FOUND,barack obama
H6D2C4VR,Donald Trump,donald trump,13,2878.0,FOUND,donald trump
H6D2C4VR,Andrew Wakefield,andrew wakefield,14,3184.0,FOUND,andrew wakefield
HCBTBYHS,JK Rowling,j. k. rowling,1,3901.0,FOUND,j. k. rowling
HCBTBYHS,Dr Seuss,dr. seuss,2,2454.0,FOUND,dr. seuss
HCBTBYHS,Colleen Hoover,colleen hoover,3,5534.0,FOUND,colleen hoover
HCBTBYHS,Karen McManus,karen m. mcmanus,4,4027.0,FOUND,karen m. mcmanus
HCBTBYHS,Rachel Reid,rachel reid,5,2021.0,FOUND,rachel reid
HCBTBYHS,Jane Austen,jane austen,6,7817.0,FOUND,jane austen
HCBTBYHS,Agatha Christie,agatha christie,7,2887.0,FOUND,agatha christie
HCBTBYHS,Freida McMannen,freida mcmannon,8,7242.0,FOUND,freida mcmannon
