subject,response,entry_number,response_times,domain
U2N1A8VX,Pederoia,4,7592.5,sportspersons
U2N1A8VX,Ullman,5,3757.6,sportspersons
U2N1A8VX,Eichel,6,4858.1,sportspersons
U2N1A8VX,Ovechin,7,4163.9,sportspersons
U2N1A8VX,TJ Oshie,8,6869.9,sportspersons
U2N1A8VX,Steph Curry,9,10374,sportspersons
U2N1A8VX,Michael Jordan,10,5833.8,sportspersons
U4TQC9J3,giraffe,1,2430.5,animals
U4TQC9J3,lion,2,2279.7,animals
U4TQC9J3,tiger,3,1752.4,animals
U4TQC9J3,dragonfly,4,2108.5,animals
U4TQC9J3,fly,5,1606.4,animals
U4TQC9J3,spider,6,1393,animals
U4TQC9J3,monkey,7,1154.7,animals
U4TQC9J3,gorilla,8,2225,animals
U4TQC9J3,parrot,9,1188.9,animals
U4TQC9J3,parakeet,10,1450,animals
U4TQC9J3,cat,11,1475.3,animals
U4TQC9J3,dog,12,2616,animals
U4TQC9J3,rat,13,702.5,animals
U4TQC9J3,mouse,14,2356,animals
U4TQC9J3,chinchilla,15,2862.3,animals
U4TQC9J3,baboon,16,1892.6,animals
U4TQC9J3,human,17,1522.4,animals
U4TQC9J3,fish,18,1358.2,animals
U4TQC9J3,shark,19,1633.5,animals
U4TQC9J3,goldfish,20,3852.8,animals
U4TQC9J3,penguin,21,3588.7,animals
U4TQC9J3,polar bear,22,2133.3,animals
U4TQC9J3,leech,23,2955.3,animals
U4TQC9J3,tick,24,2357.6,animals
U4TQC9J3,deer,25,1878.1,animals
U4TQC9J3,antelope,26,1412.6,animals
U4TQC9J3,cheetah,27,1837.9,animals
U4TQC9J3,panther,28,4484.2,animals
U4TQC9J3,Cormac McCarthy,1,4260.7,authors
U4TQC9J3,John Steinbeck,2,5383.4,authors
U4TQC9J3,Mary Oliver,3,5541.7,authors
U4TQC9J3,Joan Didion,4,3666.9,authors
U4TQC9J3,Barbara Kingsolver,5,5685.2,authors
U4TQC9J3,Robert Frost,6,11455.9,authors
U4TQC9J3,Edgar Allen Poe,7,5793.4,authors
U4TQC9J3,Sylvia Plath,8,6519.4,authors
U4TQC9J3,Tara Westover,9,9408.2,authors
U4TQC9J3,anthopology,1,2049.5,college_majors
U4TQC9J3,sociology,2,1834.3,college_majors
U4TQC9J3,physics,3,3228.5,college_majors
U4TQC9J3,africana studies,4,3129.2,college_majors
U4TQC9J3,asian studies,5,1785,college_majors
U4TQC9J3,history,6,1643.6,college_majors
U4TQC9J3,government and legal studies,7,4600.6,college_majors
U4TQC9J3,psychology,8,2701.8,college_majors
U4TQC9J3,economics,9,2551.9,college_majors
U4TQC9J3,computer science,10,2091.2,college_majors
U4TQC9J3,english,11,2170.3,college_majors
U4TQC9J3,biology,12,1055.3,college_majors
U4TQC9J3,chemistry,13,3854.8,college_majors
U4TQC9J3,math,14,3735,college_majors
U4TQC9J3,education,15,2156.9,college_majors
U4TQC9J3,engineering,16,4136.6,college_majors
U4TQC9J3,philosophy,17,14766.7,college_majors
U4TQC9J3,elliot smith,1,2896.1,musicians
U4TQC9J3,dominic fike,2,1738.9,musicians
U4TQC9J3,adrienne lenker,3,4612.1,musicians
U4TQC9J3,sufjan stevens,4,2594.6,musicians
U4TQC9J3,lizzy mcalpine,5,2834.2,musicians
U4TQC9J3,dodie,6,1829.6,musicians
U4TQC9J3,noah kahan,7,3701.7,musicians
U4TQC9J3,bruce springsteen,8,5239.6,musicians
U4TQC9J3,don mclean,9,5765.2,musicians
U4TQC9J3,miley cyrus,10,7046.1,musicians
U4TQC9J3,katy perry,11,2621.5,musicians
U4TQC9J3,taylor swift,12,5026.8,musicians
U4TQC9J3,kendrick lamar,13,7713.8,musicians
U4TQC9J3,drake,14,2603,musicians
U4TQC9J3,bad bunny,15,3286.8,musicians
U4TQC9J3,Stephen Curry,1,3517.5,sportspersons
U4TQC9J3,Megan Rapinoe,2,3580.2,sportspersons
U4TQC9J3,Tom Brady,3,18485.4,sportspersons
U4TQC9J3,Babe Ruth,4,5368.6,sportspersons
U4TQC9J3,Simone Biles,5,9938,sportspersons
U4TQC9J3,Ilia Malinin,6,2804.1,sportspersons
U7RW6MVC,whale,1,2158.1,animals
U7RW6MVC,mouse,2,2031.2,animals
U7RW6MVC,lion,3,1306.7,animals
U7RW6MVC,cat,4,1003.5,animals
U7RW6MVC,dog,5,1157.4,animals
U7RW6MVC,dolphin,6,2461,animals
U7RW6MVC,lemur,7,1470.5,animals
U7RW6MVC,monkey,8,1697,animals
U7RW6MVC,gorilla,9,1743.5,animals
U7RW6MVC,hamster,10,1627.7,animals
U7RW6MVC,lizard,11,1643.4,animals
U7RW6MVC,iguana,12,2200.6,animals
U7RW6MVC,cheetah,13,1793.3,animals
U7RW6MVC,anaconda,14,3106.6,animals
U7RW6MVC,fish,15,3244.1,animals
U7RW6MVC,bird,16,1968.8,animals
U7RW6MVC,hedgehog,17,5336.9,animals
U7RW6MVC,boar,18,1229.4,animals
U7RW6MVC,cow,19,1567.6,animals
U7RW6MVC,horse,20,1266.6,animals
U7RW6MVC,pig,21,2039.4,animals
U7RW6MVC,mole,22,4880.2,animals
U7RW6MVC,rabbit,23,2271.4,animals
U7RW6MVC,rooster,24,2838.5,animals
U7RW6MVC,donkey,25,1841.6,animals
U7RW6MVC,sheep,26,3277.2,animals
U7RW6MVC,bat,27,2183.9,animals
U7RW6MVC,hawthorne,1,5401.9,authors
U7RW6MVC,longfellow,2,2888.5,authors
U7RW6MVC,rowling,3,3925.4,authors
U7RW6MVC,towles,4,4770.6,authors
U7RW6MVC,hurston,5,3869,authors
U7RW6MVC,wilder,6,1650.6,authors
U7RW6MVC,capote,7,2974,authors
U7RW6MVC,shakespeare,8,10426.6,authors
U7RW6MVC,twain,9,9628.4,authors
U7RW6MVC,tran,10,11594.7,authors
U7RW6MVC,english,1,3338.5,college_majors
U7RW6MVC,computer science,2,4218.6,college_majors
U7RW6MVC,math,3,1614.5,college_majors
U7RW6MVC,biochemistry,4,4770,college_majors
U7RW6MVC,french,5,4870.7,college_majors
U7RW6MVC,spanish,6,2219.8,college_majors
U7RW6MVC,classics,7,2331.7,college_majors
U7RW6MVC,german,8,2402,college_majors
U7RW6MVC,psychology,9,3616.8,college_majors
U7RW6MVC,political science,10,4462.6,college_majors
U7RW6MVC,philosophy,11,5766.6,college_majors
U7RW6MVC,visual arts,12,3033.3,college_majors
U7RW6MVC,theater,13,3626.7,college_majors
U7RW6MVC,dance,14,2059.6,college_majors
U7RW6MVC,eos,15,4915.1,college_majors
U7RW6MVC,italian,16,4639.2,college_majors
U7RW6MVC,harry styles,1,3411.6,musicians
U7RW6MVC,paul mccartney,2,6931,musicians
U7RW6MVC,john lennon,3,2710.8,musicians
U7RW6MVC,ringo starr,4,2640.1,musicians
U7RW6MVC,george harrison,5,2920.3,musicians
U7RW6MVC,taylor swift,6,4105.2,musicians
U7RW6MVC,bob dylan,7,2999.4,musicians
U7RW6MVC,joni mitchell,8,2888.1,musicians
U7RW6MVC,carol king,9,7022,musicians
U7RW6MVC,charli xcx,10,5073.9,musicians
U7RW6MVC,matty healy,11,4816.2,musicians
U7RW6MVC,troye sivan,12,5509.8,musicians
U7RW6MVC,nat king coel,13,5801.8,musicians
U7RW6MVC,big papi,1,4021.1,sportspersons
U7RW6MVC,kevin millar,2,3735.9,sportspersons
U7RW6MVC,lebron james,3,8033.4,sportspersons
U7RW6MVC,pedro martinez,4,5286.2,sportspersons
U7RW6MVC,garciapara,5,2690,sportspersons
U7RW6MVC,tyson,6,10120.2,sportspersons
U7RW6MVC,phelps,7,4109.7,sportspersons
U7RW6MVC,tiger woods,8,4880.1,sportspersons
U7RW6MVC,vaughn,9,15649.7,sportspersons
UIBPJL1Q,eleplhant,1,2629,animals
UIBPJL1Q,beaver,2,1900,animals
UIBPJL1Q,squirel,3,1932,animals
UIBPJL1Q,cat,4,1088,animals
UIBPJL1Q,dog,5,897,animals
UIBPJL1Q,bird,6,2072,animals
UIBPJL1Q,mouse,7,2611,animals
UIBPJL1Q,rat,8,1304,animals
UIBPJL1Q,zebra,9,2800,animals
UIBPJL1Q,lion,10,2034,animals
UIBPJL1Q,turtle,11,3432,animals
UIBPJL1Q,deer,12,2260,animals
UIBPJL1Q,tick,13,1878,animals
UIBPJL1Q,flee,14,2496,animals
UIBPJL1Q,horse,15,3117,animals
UIBPJL1Q,pig,16,2568,animals
UIBPJL1Q,sheep,17,966,animals
UIBPJL1Q,cow,18,2226,animals
UIBPJL1Q,lamb,19,6669,animals
UIBPJL1Q,squid,20,1702,animals
UIBPJL1Q,whale,21,2023,animals
UIBPJL1Q,doplhin,22,1408,animals
UIBPJL1Q,ocotpuuse,23,2347,animals
UIBPJL1Q,fish,24,3673,animals
UIBPJL1Q,shark,25,2088,animals
UIBPJL1Q,jr tokin,1,5442,authors
UIBPJL1Q,jk rowling,2,2306,authors
UIBPJL1Q,kant,3,2019,authors
UIBPJL1Q,hume,4,872,authors
UIBPJL1Q,locke,5,1223,authors
UIBPJL1Q,descart,6,4032,authors
UIBPJL1Q,stephen dumner,7,8497,authors
UIBPJL1Q,nk neimson,8,4149,authors
UIBPJL1Q,rick riordan,9,9349,authors
UIBPJL1Q,ts eliot,10,5453,authors
UIBPJL1Q,dovskseksky,11,6872,authors
UIBPJL1Q,tolstoy,12,5277,authors
UIBPJL1Q,gov,1,971,college_majors
UIBPJL1Q,econ,2,777,college_majors
UIBPJL1Q,phil,3,1292,college_majors
UIBPJL1Q,reglion,4,1847,college_majors
UIBPJL1Q,math,5,949,college_majors
UIBPJL1Q,biology,6,2658,college_majors
UIBPJL1Q,music,7,1429,college_majors
UIBPJL1Q,physics,8,1297,college_majors
UIBPJL1Q,DCS,9,1844,college_majors
UIBPJL1Q,ES,10,1040,college_majors
UIBPJL1Q,history,11,5239,college_majors
UIBPJL1Q,english,12,1058,college_majors
UIBPJL1Q,anthroopplgy,13,3602,college_majors
UIBPJL1Q,socisligoy,14,2499,college_majors
UIBPJL1Q,GSWS,15,2893,college_majors
UIBPJL1Q,afirican studies,16,3642,college_majors
UIBPJL1Q,chemistry,17,2947,college_majors
UIBPJL1Q,neuro,18,2438,college_majors
UIBPJL1Q,art,19,3616,college_majors
UIBPJL1Q,dance,20,950,college_majors
UIBPJL1Q,acoutning,21,12129,college_majors
UIBPJL1Q,buisness,22,1887,college_majors
UIBPJL1Q,engeergning,23,1754,college_majors
UIBPJL1Q,taylro swift,1,3795,musicians
UIBPJL1Q,bad bunny,2,4864,musicians
UIBPJL1Q,drake,3,3828,musicians
UIBPJL1Q,brandi clariue,4,4919,musicians
UIBPJL1Q,bob dylan,5,5346,musicians
UIBPJL1Q,burce springstean,6,2539,musicians
UIBPJL1Q,billy joel,7,3394,musicians
UIBPJL1Q,elton john,8,2454,musicians
UIBPJL1Q,jodi,9,3140,musicians
UIBPJL1Q,john denver,10,3802,musicians
UIBPJL1Q,mumford and sons,11,4663,musicians
UIBPJL1Q,noah kahan,12,4233,musicians
UIBPJL1Q,green day,13,11616,musicians
UIBPJL1Q,sohei othini,1,6788,sportspersons
UIBPJL1Q,lebron,2,1694,sportspersons
UIBPJL1Q,drake maye,3,4292,sportspersons
UIBPJL1Q,tom brady,4,1480,sportspersons
UIBPJL1Q,ilian mahin,5,4789,sportspersons
UIBPJL1Q,steph curry,6,6043,sportspersons
UIBPJL1Q,christen gonzales,7,7122,sportspersons
UIBPJL1Q,babe ruth,8,4161,sportspersons
UIBPJL1Q,mike vrabel,9,7716,sportspersons
UIBPJL1Q,jason tadem,10,4861,sportspersons
UVAI5SO9,guinea pig,1,1836,animals
UVAI5SO9,lion,2,679,animals
UVAI5SO9,zebra,3,1202,animals
UVAI5SO9,squirrel,4,1537,animals
UVAI5SO9,cat,5,896,animals
UVAI5SO9,dog,6,570,animals
UVAI5SO9,fish,7,887,animals
UVAI5SO9,antelope,8,1959,animals
UVAI5SO9,spider,9,1801,animals
UVAI5SO9,mosquito,10,2067,animals
UVAI5SO9,fly,11,1201,animals
UVAI5SO9,goat,12,3814,animals
UVAI5SO9,donkey,13,1604,animals
UVAI5SO9,mule,14,1481,animals
UVAI5SO9,camel,15,1890,animals
UVAI5SO9,alligator,16,2545,animals
UVAI5SO9,crocodile,17,1132,animals
UVAI5SO9,bear,18,1724,animals
UVAI5SO9,black bear,19,2477,animals
UVAI5SO9,brown bear,20,1866,animals
UVAI5SO9,polar bear,21,2151,animals
UVAI5SO9,spirit bear,22,1635,animals
UVAI5SO9,kodiak bear,23,3613,animals
UVAI5SO9,lizard,24,2657,animals
UVAI5SO9,salamander,25,2045,animals
UVAI5SO9,frog,26,635,animals
UVAI5SO9,toad,27,802,animals
UVAI5SO9,horse,28,3460,animals
UVAI5SO9,oyster,29,3658,animals
UVAI5SO9,clam,30,576,animals
UVAI5SO9,scalloo,31,1375,animals
UVAI5SO9,worm,32,2746,animals
UVAI5SO9,elif shafak,1,1684,authors
UVAI5SO9,Jonathan auxier,2,2689,authors
UVAI5SO9,Stephen king,3,1500,authors
UVAI5SO9,jk rowling,4,3586,authors
UVAI5SO9,jrr tolkein,5,8900,authors
UVAI5SO9,celeste ng,6,5726,authors
UVAI5SO9,ocean vuong,7,4068,authors
UVAI5SO9,lewis carrol,8,15230,authors
UVAI5SO9,octavia spencer,9,6668,authors
UVAI5SO9,ted liang,10,3489,authors
UVAI5SO9,music,1,920,college_majors
UVAI5SO9,history,2,861,college_majors
UVAI5SO9,sociology,3,2418,college_majors
UVAI5SO9,physics,4,907,college_majors
UVAI5SO9,chemistry,5,1085,college_majors
UVAI5SO9,biology,6,1198,college_majors
UVAI5SO9,biochemistry,7,1853,college_majors
UVAI5SO9,economics,8,1465,college_majors
UVAI5SO9,math,9,3168,college_majors
UVAI5SO9,anthropology,10,3399,college_majors
UVAI5SO9,geology,11,5698,college_majors
UVAI5SO9,oceanography,12,1453,college_majors
UVAI5SO9,musicology,13,6283,college_majors
UVAI5SO9,visual art,14,1338,college_majors
UVAI5SO9,chinese,15,4166,college_majors
UVAI5SO9,russian,16,898,college_majors
UVAI5SO9,spanish,17,2123,college_majors
UVAI5SO9,english,18,1323,college_majors
UVAI5SO9,English literature,19,3176,college_majors
UVAI5SO9,creative writing,20,1657,college_majors
UVAI5SO9,journalism,21,2602,college_majors
UVAI5SO9,engineering,22,1198,college_majors
UVAI5SO9,biomedical engineering,23,2784,college_majors
UVAI5SO9,civil engineering,24,3106,college_majors
UVAI5SO9,education,25,1933,college_majors
UVAI5SO9,hildur gudnadottir,1,2703,musicians
UVAI5SO9,Johann johannsson,2,2254,musicians
UVAI5SO9,maybe fratti,3,4260,musicians
UVAI5SO9,Henry purcell,4,3283,musicians
UVAI5SO9,Taylor swift,5,3485,musicians
UVAI5SO9,aurora,6,836,musicians
UVAI5SO9,florence welch,7,1527,musicians
UVAI5SO9,Isabella summers,8,3148,musicians
UVAI5SO9,dionee warwick,9,3968,musicians
UVAI5SO9,lorde,10,3316,musicians
UVAI5SO9,lana del rey,11,1569,musicians
UVAI5SO9,jack antonoff,12,2549,musicians
UVAI5SO9,the weeknd,13,2966,musicians
UVAI5SO9,Hans zimmer,14,5183,musicians
UVAI5SO9,Ludwig gorransson,15,3639,musicians
UVAI5SO9,linkin park,16,4238,musicians
UVAI5SO9,lindsey stirling,17,2306,musicians
UVAI5SO9,janet underhill,18,6720,musicians
UVAI5SO9,massive attack,19,1906,musicians
UVAI5SO9,tiger woods,1,1789,sportspersons
UVAI5SO9,tom brady,2,1482,sportspersons
UVAI5SO9,Michael phelps,3,9197,sportspersons
UVAI5SO9,babe ruth,4,6352,sportspersons
UVAI5SO9,David ortiz,5,3304,sportspersons
UVAI5SO9,bill belichek,6,14747,sportspersons
UVAI5SO9,Ilya manelin,7,7652,sportspersons
UVAI5SO9,Alissa liu,8,3699,sportspersons
UVAI5SO9,tom daley,9,5985,sportspersons
VJJ2VCIY,Goat,1,2167.4,animals
VJJ2VCIY,Chicken,2,1816.7,animals
VJJ2VCIY,Cow,3,1233,animals
VJJ2VCIY,Sheep,4,1540.7,animals
VJJ2VCIY,Dog,5,1142.9,animals
VJJ2VCIY,cat,6,1879.7,animals
VJJ2VCIY,rat,7,1666.5,animals
VJJ2VCIY,Mosquitoes,8,3646.9,animals
VJJ2VCIY,Ants,9,1673.7,animals
VJJ2VCIY,Leopard,10,3357.6,animals
VJJ2VCIY,tiger,11,1975.3,animals
VJJ2VCIY,cheetah,12,3843.5,animals
VJJ2VCIY,lion,13,1441.1,animals
VJJ2VCIY,elephant,14,5790.7,animals
VJJ2VCIY,giraffe,15,5264.5,animals
VJJ2VCIY,panther,16,5310,animals
VJJ2VCIY,fox,17,1956.2,animals
VJJ2VCIY,hippo,18,5851.6,animals
VJJ2VCIY,snake,19,8198.7,animals
VJJ2VCIY,Maya angelou,1,5293.6,authors
VJJ2VCIY,Chimamada Ngozi,2,10701.7,authors
VJJ2VCIY,Yaa Gyasi,3,9334.4,authors
VJJ2VCIY,Chinue Achebe,4,6343,authors
VJJ2VCIY,Francis E.W harper,5,15069.3,authors
VJJ2VCIY,Communication,1,4318.2,college_majors
VJJ2VCIY,Biology,2,2425.3,college_majors
VJJ2VCIY,biochemistry,3,2790.9,college_majors
VJJ2VCIY,physics,4,2866.2,college_majors
VJJ2VCIY,Chemistry,5,3091.2,college_majors
VJJ2VCIY,Dance,6,1767.5,college_majors
VJJ2VCIY,Africana Studies,7,4471.8,college_majors
VJJ2VCIY,east Asian studies,8,7303.2,college_majors
VJJ2VCIY,governemnt,9,3943.2,college_majors
VJJ2VCIY,sociology,10,3456.4,college_majors
VJJ2VCIY,archealogy,11,7817.3,college_majors
VJJ2VCIY,Neuroscience,12,6510,college_majors
VJJ2VCIY,Rihanna,1,5161,musicians
VJJ2VCIY,beyonces,2,2451.8,musicians
VJJ2VCIY,davido,3,3237.6,musicians
VJJ2VCIY,Katy perry,4,9831.7,musicians
VJJ2VCIY,taylor swift,5,6218.2,musicians
VJJ2VCIY,the weekend,6,4249.8,musicians
VJJ2VCIY,Lady gaga,7,5183,musicians
VJJ2VCIY,Burna boy,8,2745,musicians
VJJ2VCIY,ayra star,9,3105.7,musicians
VJJ2VCIY,tems,10,1582.6,musicians
VJJ2VCIY,shatta wale,11,5984,musicians
VJJ2VCIY,mr eazi,12,3009.6,musicians
VJJ2VCIY,wizkid,13,3898.9,musicians
VJJ2VCIY,Simon Biles,1,6098.2,sportspersons
VJJ2VCIY,Neymar,2,4552,sportspersons
VJJ2VCIY,Ronaldo,3,2482,sportspersons
VJJ2VCIY,Messi,4,2201.4,sportspersons
VJJ2VCIY,Yamal,5,4808.7,sportspersons
VJJ2VCIY,Drink water,6,7491.1,sportspersons
VJJ2VCIY,Micheal Jordan,7,14350.3,sportspersons
VJJ2VCIY,Steph Curry,8,6443,sportspersons
VJJ2VCIY,Lebron James,9,3673.7,sportspersons
VNHTSXTP,zebra,1,3185.4,animals
VNHTSXTP,giraffe,2,1657,animals
VNHTSXTP,cat,3,1033.8,animals
VNHTSXTP,dog,4,1013.4,animals
VNHTSXTP,pig,5,1124.3,animals
VNHTSXTP,rooster,6,3522.9,animals
VNHTSXTP,hen,7,1008.2,animals
VNHTSXTP,chicken,8,1827.1,animals
VNHTSXTP,rhinoceros,9,3961.3,animals
VNHTSXTP,monkey,10,3413.6,animals
VNHTSXTP,praire dog,11,2964.4,animals
VNHTSXTP,inchworm,12,2912.4,animals
VNHTSXTP,worm,13,1362.1,animals
VNHTSXTP,beetle,14,3588.8,animals
VNHTSXTP,snake,15,1210,animals
VNHTSXTP,spider,16,2174,animals
VNHTSXTP,mosquito,17,2585.4,animals
VNHTSXTP,ladybug,18,3152.9,animals
VNHTSXTP,termite,19,2422.9,animals
VNHTSXTP,ant,20,1310.4,animals
VNHTSXTP,frog,21,2691.7,animals
VNHTSXTP,gecko,22,1724.9,animals
VNHTSXTP,lizard,23,1966.2,animals
VNHTSXTP,turkey,24,4233,animals
VNHTSXTP,anteater,25,2521.3,animals
VNHTSXTP,rick riordan,1,4542.9,authors
VNHTSXTP,patrick rothfuss,2,3014.7,authors
VNHTSXTP,sarah j. maas,3,7132.4,authors
VNHTSXTP,rohl dahl,4,7233.7,authors
VNHTSXTP,stephen king,5,22708.1,authors
VNHTSXTP,jane austen,6,9344.1,authors
VNHTSXTP,shakespeare,7,2605.5,authors
VNHTSXTP,Philosophy,1,2743.5,college_majors
VNHTSXTP,Psychology,2,2283.8,college_majors
VNHTSXTP,Business,3,1687.8,college_majors
VNHTSXTP,Marketing,4,1845.2,college_majors
VNHTSXTP,Economics,5,2465.5,college_majors
VNHTSXTP,English,6,2513.5,college_majors
VNHTSXTP,Theater,7,1603.1,college_majors
VNHTSXTP,Visual Arts,8,3941.8,college_majors
VNHTSXTP,Biology,9,7141.4,college_majors
VNHTSXTP,Environmental Science,10,7033.3,college_majors
VNHTSXTP,Math,11,1150,college_majors
VNHTSXTP,History,12,7183.5,college_majors
VNHTSXTP,Goverment,13,2696.9,college_majors
VNHTSXTP,Anthropology,14,7238.2,college_majors
VNHTSXTP,Classics,15,1911.7,college_majors
VNHTSXTP,Asian Studies,16,3119.6,college_majors
VNHTSXTP,motzart,1,4644.5,musicians
VNHTSXTP,beethoven,2,2683.1,musicians
VNHTSXTP,tchaikovske,3,4598,musicians
VNHTSXTP,taylor swift,4,7647.6,musicians
VNHTSXTP,eric clapton,5,4277.1,musicians
VNHTSXTP,jay z,6,6524.9,musicians
VNHTSXTP,bad bunny,7,10758.4,musicians
VNHTSXTP,dave grohl,8,5708.5,musicians
VNHTSXTP,stevie wonder,9,8824.6,musicians
VNHTSXTP,Tom Brady,1,3548.9,sportspersons
VNHTSXTP,Travis Kelce,2,7825.1,sportspersons
VNHTSXTP,Michael B. Jordan,3,11963.6,sportspersons
VNSY2V6A,dog,1,2977.2,animals
VNSY2V6A,cat,2,1261.3,animals
VNSY2V6A,bird,3,2245.7,animals
VNSY2V6A,giraffe,4,5988.9,animals
VNSY2V6A,tiger,5,2128,animals
VNSY2V6A,lion,6,1597.5,animals
VNSY2V6A,camel,7,2776.6,animals
VNSY2V6A,spider,8,4344,animals
VNSY2V6A,elephant,9,7232.7,animals
VNSY2V6A,fish,10,4107,animals
VNSY2V6A,shark,11,3951.6,animals
VNSY2V6A,whale,12,2251.2,animals
VNSY2V6A,penguin,13,5697.3,animals
VNSY2V6A,ice bear,14,4007.9,animals
VNSY2V6A,brown bear,15,5277.9,animals
VNSY2V6A,Jean-Paul Sartre,1,5738.1,authors
VNSY2V6A,Albert Camus,2,3964.4,authors
VNSY2V6A,Jane Austen,3,3844,authors
VNSY2V6A,Bronte,4,3809.2,authors
VNSY2V6A,Hemmingway,5,8774.3,authors
VNSY2V6A,Shakespeare,6,5467.2,authors
VNSY2V6A,Philipp K. Dick,7,4960.4,authors
VNSY2V6A,Paolo Coelho,8,11932.5,authors
VNSY2V6A,philosophy,1,5708,college_majors
VNSY2V6A,history,2,1826.8,college_majors
VNSY2V6A,economics,3,2634.4,college_majors
VNSY2V6A,politics,4,3271.1,college_majors
VNSY2V6A,art history,5,4329.4,college_majors
VNSY2V6A,biology,6,2629,college_majors
VNSY2V6A,physics,7,2084,college_majors
VNSY2V6A,mathematics,8,2523.3,college_majors
VNSY2V6A,astronomy,9,6604.5,college_majors
VNSY2V6A,law,10,10185.8,college_majors
VNSY2V6A,english,11,5439.3,college_majors
VNSY2V6A,hispanic studies,12,7869.6,college_majors
VNSY2V6A,russian studies,13,3979.4,college_majors
VNSY2V6A,Katy Perry,1,3393.8,musicians
VNSY2V6A,Britney Spears,2,3570.9,musicians
VNSY2V6A,Eminem,3,1937.6,musicians
VNSY2V6A,Milky Chance,4,4959.6,musicians
VNSY2V6A,Ozzy Ozborne,5,8720.1,musicians
VNSY2V6A,Frank Sinatra,6,9693.6,musicians
VNSY2V6A,Zedd,7,11213.2,musicians
VNSY2V6A,Alan Walker,8,4489.8,musicians
VNSY2V6A,Johann Sebastian Bach,9,7492.9,musicians
VNSY2V6A,Bethoven,10,2743.6,musicians
VNSY2V6A,Tom Brady,1,6521.7,sportspersons
VNSY2V6A,Manuel Neuer,2,3766.7,sportspersons
VNSY2V6A,Kimmich,3,5784.1,sportspersons
VNSY2V6A,Embape,4,10678.6,sportspersons
VNSY2V6A,Müller,5,13710.8,sportspersons
VNSY2V6A,Christiano Ronaldo,6,11354.3,sportspersons
VNSY2V6A,Messi,7,2709.9,sportspersons
W6Z3Y3K6,Dog,1,1009.4,animals
W6Z3Y3K6,Cat,2,797.2,animals
W6Z3Y3K6,Penguin,3,1010.6,animals
W6Z3Y3K6,Seal,4,1566.8,animals
W6Z3Y3K6,Sea Lion,5,1566.8,animals
W6Z3Y3K6,Whale,6,1483.3,animals
W6Z3Y3K6,Dolphin,7,1949.6,animals
W6Z3Y3K6,Monkey,8,1900.2,animals
W6Z3Y3K6,Zebra,9,3749.6,animals
W6Z3Y3K6,Horse,10,988.5,animals
W6Z3Y3K6,Penguin,11,1462,animals
W6Z3Y3K6,Hyrax,12,1433.5,animals
W6Z3Y3K6,Capybara,13,2966.6,animals
W6Z3Y3K6,Lemur,14,2689.2,animals
W6Z3Y3K6,Lemming,15,1610,animals
W6Z3Y3K6,Owl,16,1516.9,animals
W6Z3Y3K6,Lion,17,5600.9,animals
W6Z3Y3K6,Jaguar,18,1232.3,animals
W6Z3Y3K6,Tiger,19,3604.9,animals
W6Z3Y3K6,Eagle,20,9979.3,animals
W6Z3Y3K6,Turtle,21,5923.1,animals
W6Z3Y3K6,Alligator,22,1412.1,animals
W6Z3Y3K6,Crocodile,23,1616.5,animals
W6Z3Y3K6,Mark Twain,1,4204.8,authors
W6Z3Y3K6,Virgina Woolf,2,18005.1,authors
W6Z3Y3K6,Syvia Plath,3,6009,authors
W6Z3Y3K6,Jane Austen,4,18882.9,authors
W6Z3Y3K6,Charles Dickens,5,4435.3,authors
W6Z3Y3K6,Mary Shelley,6,7982.9,authors
W6Z3Y3K6,Business,1,1187.8,college_majors
W6Z3Y3K6,Biology,2,1180.9,college_majors
W6Z3Y3K6,Economics,3,2350.7,college_majors
W6Z3Y3K6,Accounting,4,1883.1,college_majors
W6Z3Y3K6,Neuroscience,5,2550.7,college_majors
W6Z3Y3K6,Chemistry,6,1308.5,college_majors
W6Z3Y3K6,Math,7,808.6,college_majors
W6Z3Y3K6,Stats,8,882.8,college_majors
W6Z3Y3K6,Public Health,9,2916.2,college_majors
W6Z3Y3K6,Law,10,1017.2,college_majors
W6Z3Y3K6,Nursing,11,5289.8,college_majors
W6Z3Y3K6,Nutrition,12,3269.6,college_majors
W6Z3Y3K6,Art,13,6952.3,college_majors
W6Z3Y3K6,Cinema Studies,14,3488.5,college_majors
W6Z3Y3K6,English,15,1304.4,college_majors
W6Z3Y3K6,French,16,962.2,college_majors
W6Z3Y3K6,Spanish,17,867.1,college_majors
W6Z3Y3K6,Italian,18,2116.6,college_majors
W6Z3Y3K6,Computer Science,19,7481.8,college_majors
W6Z3Y3K6,Ecology,20,8001,college_majors
W6Z3Y3K6,Environmental Studies,21,3276.7,college_majors
W6Z3Y3K6,"Tyler, the Creator",1,4926.3,musicians
W6Z3Y3K6,Frank Ocean,2,2321.7,musicians
W6Z3Y3K6,Rex Orange County,3,5387.6,musicians
W6Z3Y3K6,Mitski,4,9731.2,musicians
W6Z3Y3K6,Bjork,5,2847.2,musicians
W6Z3Y3K6,Daniel Caesar,6,9338.5,musicians
W6Z3Y3K6,2hollis,7,7590.6,musicians
W6Z3Y3K6,Charli XCX,8,7332.6,musicians
W6Z3Y3K6,SOPHIE,9,6324.1,musicians
W6Z3Y3K6,Shaq,1,1743.8,sportspersons
W6Z3Y3K6,Lebron James,2,2726.2,sportspersons
